booking_id,passenger_key,flight_id,booking_date,status,seat_number,passport_number,emergency_contact_phone,payment_amount,payment_method,is_amount_imputed,payment_attempt_count,payment_status
B1368,P1351,UK007,2025-12-26 11:37:36.951,CANCELLED,1E,F*****67,MASKED-7814,3626.55,UPI,False,3.0,PAYMENT_RECORDED
B1369,P1977,6F118,2026-03-18 11:37:36.951,PENDING,15F,N*****06,MASKED-2076,10519.7,UPI,False,3.0,PAYMENT_RECORDED
B1370,P1844,SJ004,2026-01-01 11:37:36.951,CANCELLED,19C,C*****04,MASKED-3721,14742.11,UPI,False,2.0,PAYMENT_RECORDED
B1371,P1621,6F206,2025-09-25 11:37:36.951,CANCELLED,15E,B*****93,MASKED-1602,,,,,NO_PAYMENT_RECORD
B1372,P1580,SJ130,2025-05-11 11:37:36.951,CANCELLED,11D,A*****32,MASKED-2017,5975.68,CARD,False,2.0,PAYMENT_RECORDED
B1373,P1057,SJ070,2026-02-14 11:37:36.951,CANCELLED,22F,D*****62,MASKED-1304,6540.32,UPI,False,1.0,PAYMENT_RECORDED
B1374,P1105,AI085,2025-04-24 11:37:36.951,CANCELLED,7F,E*****79,MASKED-7223,,,,,NO_PAYMENT_RECORD
B1375,P1811,SJ109,2025-09-02 11:37:36.951,CONFIRMED,15B,Z*****64,MASKED-9962,10064.26,UPI,False,2.0,PAYMENT_RECORDED
B1376,P1329,AI168,2025-08-24 11:37:36.951,PENDING,16B,H*****05,MASKED-9634,7723.56,UPI,True,3.0,PAYMENT_RECORDED
B1377,P1767,UK123,2025-10-24 11:37:36.951,CONFIRMED,26A,G*****87,MASKED-1232,,,,,NO_PAYMENT_RECORD
B1378,P1823,UK110,2026-01-16 11:37:36.951,PENDING,30D,J*****75,MASKED-8535,10365.35,CARD,False,2.0,PAYMENT_RECORDED
B1379,P1682,AI206,2025-11-02 11:37:36.951,PENDING,31C,Z*****59,MASKED-2178,,,,,NO_PAYMENT_RECORD
B1380,P1382,6F007,2026-04-16 11:37:36.951,PENDING,6B,Y*****42,MASKED-7743,14705.02,CARD,False,1.0,PAYMENT_RECORDED
B1381,P1984,SJ013,2025-11-11 11:37:36.951,PENDING,33A,M*****94,MASKED-3911,7452.89,UPI,False,1.0,PAYMENT_RECORDED
B1382,P1161,UK061,2025-09-19 11:37:36.951,PENDING,20D,N*****66,MASKED-2822,14862.46,UPI,False,1.0,PAYMENT_RECORDED
B1383,P1996,AI010,2025-09-24 11:37:36.951,CANCELLED,8C,H*****59,MASKED-2261,,,,,NO_PAYMENT_RECORD
B1384,P1285,AI024,2025-05-16 11:37:36.951,CONFIRMED,11D,D*****33,MASKED-3523,5107.55,NETBANKING,False,1.0,PAYMENT_RECORDED
B1385,P1070,UK130,2025-06-08 11:37:36.951,CONFIRMED,30B,L*****63,MASKED-3433,,,,,NO_PAYMENT_RECORD
B1386,P1766,AI161,2026-03-12 11:37:36.951,CANCELLED,10A,A*****52,MASKED-3897,,,,,NO_PAYMENT_RECORD
B1387,P1453,SJ208,2025-07-23 11:37:36.951,PENDING,24F,W*****23,MASKED-8754,,,,,NO_PAYMENT_RECORD
B1388,P1885,6F038,2025-09-23 11:37:36.951,INVALID,8D,F*****70,MASKED-8221,12160.17,UPI,False,2.0,PAYMENT_RECORDED
B1389,P1566,6F085,2026-02-22 11:37:36.951,UNKNOWN,30D,F*****37,MASKED-6220,8158.17,NETBANKING,True,1.0,PAYMENT_RECORDED
B1390,P1834,SJ028,2026-03-09 11:37:36.951,CANCELLED,8C,P*****70,MASKED-0994,,,,,NO_PAYMENT_RECORD
B1391,P1396,SJ084,2025-11-26 11:37:36.951,CONFIRMED,21F,B*****05,MASKED-8281,10231.31,CARD,False,3.0,PAYMENT_RECORDED
B1392,P1514,AI139,2026-03-27 11:37:36.951,CONFIRMED,21D,A*****42,MASKED-7852,,,,,NO_PAYMENT_RECORD
B1393,P1025,UK179,2026-04-06 11:37:36.951,PENDING,26E,P*****13,MASKED-3402,5252.26,UPI,False,1.0,PAYMENT_RECORDED
B1394,P1312,6F256,2025-07-23 11:37:36.951,PENDING,23F,F*****95,MASKED-2923,,,,,NO_PAYMENT_RECORD
B1395,P1125,UK023,2026-02-10 11:37:36.951,INVALID,23B,N*****73,MASKED-8777,10317.13,NETBANKING,False,1.0,PAYMENT_RECORDED
B1396,P1407,AI039,2025-08-03 11:37:36.951,UNKNOWN,13E,M*****73,MASKED-9194,14467.69,CARD,False,2.0,PAYMENT_RECORDED
B1397,P1564,UK190,2026-02-05 11:37:36.951,CANCELLED,28D,K*****23,MASKED-3359,3065.33,NETBANKING,False,1.0,PAYMENT_RECORDED
B1398,P1197,6F224,2026-02-04 11:37:36.951,PENDING,3E,M*****87,MASKED-2164,7148.95,NETBANKING,False,1.0,PAYMENT_RECORDED
B1399,P1810,UK221,2025-05-31 11:37:36.951,PENDING,7A,Y*****60,MASKED-5517,,,,,NO_PAYMENT_RECORD
B1400,P1187,SJ107,2026-04-02 11:37:36.951,CANCELLED,12F,E*****88,MASKED-9488,3063.78,UPI,False,1.0,PAYMENT_RECORDED
B1401,P1697,UK155,2025-04-20 11:37:36.951,UNKNOWN,21D,Z*****73,MASKED-6092,7755.08,CARD,False,3.0,PAYMENT_RECORDED
B1402,P1816,UK183,2026-03-21 11:37:36.951,CANCELLED,7E,E*****80,MASKED-8758,7010.5,UPI,False,2.0,PAYMENT_RECORDED
B1403,P1809,SJ203,2025-05-08 11:37:36.951,PENDING,26A,E*****25,MASKED-8210,,,,,NO_PAYMENT_RECORD
B1404,P1715,6F253,2026-03-07 11:37:36.951,INVALID,16A,Y*****37,MASKED-1783,7473.06,UPI,False,1.0,PAYMENT_RECORDED
B1405,P1483,AI100,2025-08-26 11:37:36.951,PENDING,32F,B*****30,MASKED-0547,,,,,NO_PAYMENT_RECORD
B1406,P1449,6F140,2025-06-24 11:37:36.951,CONFIRMED,15D,W*****01,MASKED-4687,6800.32,NETBANKING,False,2.0,PAYMENT_RECORDED
B1407,P1522,UK048,2025-08-26 11:37:36.951,CONFIRMED,25A,B*****75,MASKED-5796,,,,,NO_PAYMENT_RECORD
B1408,P1870,SJ204,2025-07-29 11:37:36.951,CONFIRMED,12F,J*****91,MASKED-5629,1244.03,NETBANKING,False,2.0,PAYMENT_RECORDED
B1409,P1353,UK105,2026-03-24 11:37:36.951,CONFIRMED,28C,C*****55,MASKED-6973,1095.0,UPI,False,1.0,PAYMENT_RECORDED
B1410,P1985,AI098,2026-04-13 11:37:36.951,CONFIRMED,32C,C*****57,MASKED-7244,,,,,NO_PAYMENT_RECORD
B1411,P1657,6F013,2025-10-12 11:37:36.951,CANCELLED,1A,T*****62,MASKED-0131,7520.78,NETBANKING,False,2.0,PAYMENT_RECORDED
B1412,P1596,6F128,2025-11-18 11:37:36.951,CANCELLED,28E,E*****93,MASKED-1987,10616.41,NETBANKING,False,1.0,PAYMENT_RECORDED
B1413,P1099,SJ038,2025-10-05 11:37:36.951,UNKNOWN,14A,W*****87,MASKED-3192,,,,,NO_PAYMENT_RECORD
B1414,P1615,SJ182,2026-01-07 11:37:36.951,CONFIRMED,25F,T*****27,MASKED-1680,6182.07,NETBANKING,False,1.0,PAYMENT_RECORDED
B1415,P1947,6F199,2026-03-22 11:37:36.951,PENDING,23B,L*****86,MASKED-3723,,,,,NO_PAYMENT_RECORD
B1416,P1557,SJ187,2025-08-17 11:37:36.951,CANCELLED,20B,X*****65,MASKED-6446,,,,,NO_PAYMENT_RECORD
B1417,P1555,AI182,2025-08-18 11:37:36.951,PENDING,8E,X*****02,MASKED-7960,3890.23,UPI,False,2.0,PAYMENT_RECORDED
B1418,P1277,SJ027,2025-05-04 11:37:36.951,PENDING,19D,A*****97,MASKED-4412,12326.46,CARD,False,1.0,PAYMENT_RECORDED
B1419,P1692,SJ062,2026-01-20 11:37:36.951,CONFIRMED,20E,B*****64,MASKED-8119,1424.75,CARD,False,2.0,PAYMENT_RECORDED
B1420,P1698,SJ161,2026-02-24 11:37:36.951,CONFIRMED,27B,N*****41,MASKED-8349,7161.79,UPI,False,1.0,PAYMENT_RECORDED
B1421,P1989,UK058,2025-10-03 11:37:36.951,UNKNOWN,23C,P*****63,MASKED-7587,,,,,NO_PAYMENT_RECORD
B1422,P1625,AI181,2026-01-04 11:37:36.951,CANCELLED,12D,G*****69,MASKED-9552,4826.6,UPI,False,1.0,PAYMENT_RECORDED
B1423,P1490,AI003,2025-06-12 11:37:36.951,CONFIRMED,14A,D*****35,MASKED-4983,,,,,NO_PAYMENT_RECORD
B1424,P1254,6F150,2025-11-05 11:37:36.951,CANCELLED,11D,R*****28,MASKED-4194,,,,,NO_PAYMENT_RECORD
B1425,P1380,SJ175,2025-06-28 11:37:36.951,CANCELLED,34E,G*****94,MASKED-3711,,,,,NO_PAYMENT_RECORD
B1426,P1891,6F041,2025-12-15 11:37:36.951,CANCELLED,17C,N*****45,MASKED-9164,8025.265,CARD,True,1.0,PAYMENT_RECORDED
B1427,P1541,SJ040,2026-04-15 11:37:36.951,CANCELLED,16E,J*****99,MASKED-8098,,,,,NO_PAYMENT_RECORD
B1428,P1263,6F020,2025-06-17 11:37:36.951,CONFIRMED,27C,J*****94,MASKED-9799,,,,,NO_PAYMENT_RECORD
B1429,P1609,AI248,2025-05-08 11:37:36.951,CANCELLED,27B,W*****58,MASKED-1643,9998.44,CARD,False,2.0,PAYMENT_RECORDED
B1430,P1824,SJ016,2026-02-08 11:37:36.951,CONFIRMED,11A,G*****13,MASKED-0947,,,,,NO_PAYMENT_RECORD
B1431,P1878,UK204,2025-11-21 11:37:36.951,CONFIRMED,31C,X*****70,MASKED-2572,12583.38,NETBANKING,False,2.0,PAYMENT_RECORDED
B1432,P1328,6F211,2025-09-02 11:37:36.951,CANCELLED,9B,M*****79,MASKED-8848,,,,,NO_PAYMENT_RECORD
B1433,P1114,SJ166,2025-05-07 11:37:36.951,CONFIRMED,5B,A*****46,MASKED-3703,14067.26,CARD,False,2.0,PAYMENT_RECORDED
B1434,P1275,AI036,2025-10-19 11:37:36.951,PENDING,30C,B*****13,MASKED-8755,1027.05,UPI,False,2.0,PAYMENT_RECORDED
B1435,P1487,SJ215,2025-09-18 11:37:36.951,CONFIRMED,1E,V*****57,MASKED-2470,8589.93,CARD,False,1.0,PAYMENT_RECORDED
B1436,P1280,AI076,2026-01-05 11:37:36.951,CONFIRMED,20B,C*****58,MASKED-9786,,,,,NO_PAYMENT_RECORD
B1437,P1274,SJ012,2025-11-28 11:37:36.951,CANCELLED,24A,L*****38,MASKED-6956,,,,,NO_PAYMENT_RECORD
B1438,P1772,AI073,2026-04-01 11:37:36.951,UNKNOWN,20D,F*****33,MASKED-4578,7670.85,UPI,False,1.0,PAYMENT_RECORDED
B1439,P1842,SJ173,2025-11-09 11:37:36.951,CONFIRMED,27E,J*****37,MASKED-5093,7292.76,NETBANKING,False,1.0,PAYMENT_RECORDED
B1440,P1718,AI193,2026-03-09 11:37:36.951,CANCELLED,25E,W*****94,MASKED-2446,,,,,NO_PAYMENT_RECORD
B1441,P1895,SJ131,2025-09-22 11:37:36.951,INVALID,13A,Z*****74,MASKED-5768,,,,,NO_PAYMENT_RECORD
B1442,P1327,AI225,2025-06-02 11:37:36.951,PENDING,11E,L*****02,MASKED-2524,11779.89,NETBANKING,False,1.0,PAYMENT_RECORDED
B1443,P1210,AI190,2025-10-09 11:37:36.951,CANCELLED,9E,N*****33,MASKED-4504,7723.56,UPI,True,1.0,PAYMENT_RECORDED
B1444,P1726,SJ238,2025-12-25 11:37:36.951,CONFIRMED,7B,H*****69,MASKED-5352,,,,,NO_PAYMENT_RECORD
B1445,P1922,6F005,2025-12-21 11:37:36.951,PENDING,5F,H*****77,MASKED-8689,9862.4,CARD,False,1.0,PAYMENT_RECORDED
B1446,P1551,UK136,2025-09-25 11:37:36.951,PENDING,23C,P*****27,MASKED-0651,7723.56,UPI,True,3.0,PAYMENT_RECORDED
B1447,P1991,SJ063,2025-05-21 11:37:36.951,CONFIRMED,15F,B*****12,MASKED-2839,13762.65,NETBANKING,False,2.0,PAYMENT_RECORDED
B1448,P1025,6F175,2025-11-21 11:37:36.951,CANCELLED,9E,T*****20,MASKED-9801,,,,,NO_PAYMENT_RECORD
B1449,P1026,AI037,2025-05-23 11:37:36.951,PENDING,19A,C*****22,MASKED-2828,,,,,NO_PAYMENT_RECORD
B1450,P1701,UK225,2025-11-11 11:37:36.951,CONFIRMED,21C,R*****77,MASKED-7953,,,,,NO_PAYMENT_RECORD
B1451,P1082,AI141,2025-05-20 11:37:36.951,CONFIRMED,15E,Y*****58,MASKED-8759,10311.86,CARD,False,1.0,PAYMENT_RECORDED
B1452,P1895,6F172,2026-01-26 11:37:36.951,PENDING,3E,T*****25,MASKED-8446,,,,,NO_PAYMENT_RECORD
B1453,P1945,6F219,2026-02-07 11:37:36.951,CANCELLED,16F,N*****37,MASKED-4326,3957.99,UPI,False,2.0,PAYMENT_RECORDED
B1454,P1681,AI045,2025-08-16 11:37:36.951,PENDING,8E,X*****10,MASKED-0104,,,,,NO_PAYMENT_RECORD
B1455,P1412,AI198,2026-04-12 11:37:36.951,CONFIRMED,30A,B*****01,MASKED-2579,12781.22,UPI,False,2.0,PAYMENT_RECORDED
B1456,P1166,AI120,2025-04-24 11:37:36.951,PENDING,17F,B*****99,MASKED-3796,,,,,NO_PAYMENT_RECORD
B1457,P1699,6F134,2025-06-11 11:37:36.951,CANCELLED,32D,Y*****22,MASKED-2082,5769.17,CARD,False,1.0,PAYMENT_RECORDED
B1458,P1168,UK102,2025-11-19 11:37:36.951,CONFIRMED,10B,H*****54,MASKED-3841,8073.17,NETBANKING,False,1.0,PAYMENT_RECORDED
B1459,P1800,SJ199,2025-06-10 11:37:36.951,CANCELLED,1F,F*****33,MASKED-8817,4427.75,UPI,False,3.0,PAYMENT_RECORDED
B1460,P1978,6F235,2025-10-01 11:37:36.951,PENDING,32E,K*****88,MASKED-9563,,,,,NO_PAYMENT_RECORD
B1461,P1228,UK065,2025-10-14 11:37:36.951,PENDING,33F,J*****96,MASKED-4497,5775.44,NETBANKING,False,3.0,PAYMENT_RECORDED
B1462,P1978,6F135,2025-12-03 11:37:36.951,CANCELLED,26D,Y*****92,MASKED-3941,6497.79,CARD,False,1.0,PAYMENT_RECORDED
B1463,P1608,SJ148,2026-02-10 11:37:36.951,PENDING,31C,Y*****77,MASKED-7988,5703.58,NETBANKING,False,2.0,PAYMENT_RECORDED
B1464,P1366,AI083,2026-03-07 11:37:36.951,CANCELLED,6B,M*****65,MASKED-5287,4535.96,CARD,False,1.0,PAYMENT_RECORDED
B1465,P1527,UK024,2025-07-02 11:37:36.951,PENDING,5C,Z*****41,MASKED-9035,,,,,NO_PAYMENT_RECORD
B1466,P1790,UK220,2025-04-27 11:37:36.951,CANCELLED,28B,B*****63,MASKED-2257,,,,,NO_PAYMENT_RECORD
B1467,P1646,UK115,2025-04-30 11:37:36.951,CANCELLED,25A,E*****06,MASKED-4253,13307.54,CARD,False,1.0,PAYMENT_RECORDED
B1468,P1537,AI255,2025-07-16 11:37:36.951,CONFIRMED,14F,J*****13,MASKED-2325,14054.88,NETBANKING,False,2.0,PAYMENT_RECORDED
B1469,P1863,6F001,2025-12-25 11:37:36.951,CONFIRMED,11A,Z*****83,MASKED-6316,,,,,NO_PAYMENT_RECORD
B1470,P1523,6F132,2025-05-27 11:37:36.951,CANCELLED,24E,E*****81,MASKED-0375,,,,,NO_PAYMENT_RECORD
B1471,P1071,UK184,2026-03-28 11:37:36.951,PENDING,8E,W*****01,MASKED-4844,,,,,NO_PAYMENT_RECORD
B1472,P1644,6F098,2025-06-06 11:37:36.951,PENDING,3D,W*****20,MASKED-1373,,,,,NO_PAYMENT_RECORD
B1473,P1105,SJ168,2025-07-19 11:37:36.951,PENDING,21F,V*****58,MASKED-8854,,,,,NO_PAYMENT_RECORD
B1474,P1731,SJ178,2025-07-28 11:37:36.951,CANCELLED,14C,N*****62,MASKED-6881,10060.35,UPI,False,3.0,PAYMENT_RECORDED
B1475,P1884,UK111,2026-03-07 11:37:36.951,CANCELLED,2C,Y*****32,MASKED-5334,2786.72,NETBANKING,False,3.0,PAYMENT_RECORDED
B1476,P1964,SJ051,2026-02-27 11:37:36.951,CANCELLED,32E,K*****14,MASKED-7876,,,,,NO_PAYMENT_RECORD
B1477,P1688,SJ193,2025-07-06 11:37:36.951,CANCELLED,18E,T*****99,MASKED-4320,4907.19,CARD,False,3.0,PAYMENT_RECORDED
B1478,P1281,SJ039,2026-02-24 11:37:36.951,CONFIRMED,28D,F*****03,MASKED-0683,2928.68,CARD,False,1.0,PAYMENT_RECORDED
B1479,P1132,UK066,2025-12-17 11:37:36.951,CANCELLED,22B,F*****28,MASKED-6229,10059.56,NETBANKING,False,2.0,PAYMENT_RECORDED
B1480,P1533,SJ050,2026-03-14 11:37:36.951,PENDING,34B,D*****43,MASKED-6905,3112.82,CARD,False,1.0,PAYMENT_RECORDED
B1481,P1974,6F052,2025-06-11 11:37:36.951,CONFIRMED,4D,W*****90,MASKED-8664,,,,,NO_PAYMENT_RECORD
B1482,P1268,SJ170,2025-08-29 11:37:36.951,PENDING,14E,P*****28,MASKED-6092,7655.83,UPI,False,2.0,PAYMENT_RECORDED
B1483,P1411,SJ119,2025-06-09 11:37:36.951,UNKNOWN,26B,G*****51,MASKED-9169,10562.26,CARD,False,1.0,PAYMENT_RECORDED
B1484,P1672,AI219,2025-05-07 11:37:36.951,CONFIRMED,13B,D*****01,MASKED-6412,,,,,NO_PAYMENT_RECORD
B1485,P1618,6F220,2025-07-05 11:37:36.951,CANCELLED,12D,H*****35,MASKED-6833,,,,,NO_PAYMENT_RECORD
B1486,P1790,AI207,2025-05-04 11:37:36.951,CONFIRMED,3D,T*****61,MASKED-7259,4695.45,UPI,False,3.0,PAYMENT_RECORDED
B1487,P1864,6F024,2026-01-26 11:37:36.951,PENDING,5E,X*****43,MASKED-2871,,,,,NO_PAYMENT_RECORD
B1488,P1746,SJ073,2025-05-04 11:37:36.951,CANCELLED,27E,Y*****15,MASKED-3418,12915.55,NETBANKING,False,2.0,PAYMENT_RECORDED
B1489,P1017,SJ201,2025-07-08 11:37:36.951,CANCELLED,24F,K*****66,MASKED-4879,,,,,NO_PAYMENT_RECORD
B1490,P1753,AI180,2026-03-10 11:37:36.951,CONFIRMED,29B,N*****25,MASKED-2386,1217.88,CARD,False,2.0,PAYMENT_RECORDED
B1491,P1116,UK022,2025-07-16 11:37:36.951,CONFIRMED,18F,V*****39,MASKED-4694,6534.99,UPI,False,1.0,PAYMENT_RECORDED
B1492,P1797,AI202,2026-03-27 11:37:36.951,CANCELLED,29C,Z*****90,MASKED-3773,,,,,NO_PAYMENT_RECORD
B1493,P1793,6F212,2025-06-01 11:37:36.952,CONFIRMED,26D,Y*****79,MASKED-0915,,,,,NO_PAYMENT_RECORD
B1494,P1143,6F163,2025-06-09 11:37:36.952,CANCELLED,23F,A*****48,MASKED-9861,,,,,NO_PAYMENT_RECORD
B1495,P1716,UK028,2025-10-15 11:37:36.952,CONFIRMED,27D,J*****41,MASKED-4823,5584.17,CARD,False,2.0,PAYMENT_RECORDED
B1496,P1550,6F243,2026-03-21 11:37:36.952,PENDING,7D,R*****88,MASKED-9307,2901.65,UPI,False,1.0,PAYMENT_RECORDED
B1497,P1928,AI165,2025-09-02 11:37:36.952,CONFIRMED,11F,X*****09,MASKED-3751,,,,,NO_PAYMENT_RECORD
B1498,P1665,UK099,2025-07-18 11:37:36.952,PENDING,3D,L*****27,MASKED-4113,,,,,NO_PAYMENT_RECORD
B1499,P1687,AI033,2025-06-17 11:37:36.952,INVALID,17C,W*****48,MASKED-6364,,,,,NO_PAYMENT_RECORD
B1500,P1960,UK056,2025-04-30 11:37:36.952,CONFIRMED,22D,H*****30,MASKED-5186,1303.07,CARD,False,1.0,PAYMENT_RECORDED
B1501,P1752,SJ122,2025-09-04 11:37:36.952,CANCELLED,23D,W*****41,MASKED-3227,13707.55,CARD,False,3.0,PAYMENT_RECORDED
B1502,P1421,AI086,2025-10-15 11:37:36.952,CONFIRMED,23F,E*****30,MASKED-9285,7252.43,UPI,False,2.0,PAYMENT_RECORDED
B1503,P1897,SJ011,2025-10-17 11:37:36.952,CONFIRMED,25C,N*****05,MASKED-3000,,,,,NO_PAYMENT_RECORD
B1504,P1368,SJ021,2025-04-21 11:37:36.952,PENDING,4E,J*****67,MASKED-2210,4316.96,NETBANKING,False,3.0,PAYMENT_RECORDED
B1505,P1645,SJ106,2025-11-29 11:37:36.952,CONFIRMED,8F,A*****00,MASKED-8147,7472.98,UPI,False,1.0,PAYMENT_RECORDED
B1506,P1557,SJ026,2026-01-29 11:37:36.952,CANCELLED,9E,M*****44,MASKED-4300,,,,,NO_PAYMENT_RECORD
B1507,P1049,SJ245,2025-11-27 11:37:36.952,PENDING,20A,T*****52,MASKED-7266,4865.21,NETBANKING,False,1.0,PAYMENT_RECORDED
B1508,P1677,AI023,2025-07-31 11:37:36.952,UNKNOWN,9C,E*****67,MASKED-0857,4799.03,CARD,False,3.0,PAYMENT_RECORDED
B1509,P1105,AI032,2025-09-25 11:37:36.952,CANCELLED,14F,F*****53,MASKED-2022,,,,,NO_PAYMENT_RECORD
B1510,P1215,AI236,2025-05-11 11:37:36.952,CANCELLED,19F,A*****48,MASKED-4326,3179.45,CARD,False,1.0,PAYMENT_RECORDED
B1511,P1657,6F094,2025-12-24 11:37:36.952,CANCELLED,15C,Y*****13,MASKED-5952,12346.57,UPI,False,1.0,PAYMENT_RECORDED
B1512,P1922,UK163,2025-12-21 11:37:36.952,PENDING,4A,C*****12,MASKED-9229,5747.83,CARD,False,1.0,PAYMENT_RECORDED
B1513,P1424,UK163,2025-06-30 11:37:36.952,CONFIRMED,32B,E*****27,MASKED-9146,13685.53,CARD,False,2.0,PAYMENT_RECORDED
B1514,P1071,SJ045,2025-05-07 11:37:36.952,CANCELLED,21E,J*****85,MASKED-6774,7723.56,UPI,True,1.0,PAYMENT_RECORDED
B1515,P1987,SJ006,2025-07-06 11:37:36.952,PENDING,26A,F*****51,MASKED-1986,,,,,NO_PAYMENT_RECORD
B1516,P1841,SJ103,2025-08-05 11:37:36.952,CANCELLED,34F,M*****50,MASKED-1214,3242.75,UPI,False,1.0,PAYMENT_RECORDED
B1517,P1784,6F221,2026-01-16 11:37:36.952,INVALID,31B,K*****44,MASKED-2215,8025.265,CARD,True,1.0,PAYMENT_RECORDED
B1518,P1758,SJ147,2026-03-20 11:37:36.952,INVALID,30A,G*****41,MASKED-4061,,,,,NO_PAYMENT_RECORD
B1519,P1445,SJ064,2026-03-25 11:37:36.952,PENDING,3C,K*****93,MASKED-0765,9403.54,NETBANKING,False,2.0,PAYMENT_RECORDED
B1520,P1924,AI028,2026-04-02 11:37:36.952,CONFIRMED,27A,V*****83,MASKED-3299,14340.74,CARD,False,1.0,PAYMENT_RECORDED
B1521,P1185,AI148,2025-11-08 11:37:36.952,PENDING,31E,G*****08,MASKED-9694,3965.19,CARD,False,3.0,PAYMENT_RECORDED
B1522,P1069,6F263,2025-08-31 11:37:36.952,CONFIRMED,1C,W*****73,MASKED-9631,,,,,NO_PAYMENT_RECORD
B1523,P1973,SJ067,2025-05-19 11:37:36.952,PENDING,21F,L*****46,MASKED-3458,10733.84,NETBANKING,False,2.0,PAYMENT_RECORDED
B1524,P1149,6F061,2025-06-17 11:37:36.952,PENDING,23D,H*****91,MASKED-4363,8542.82,CARD,False,2.0,PAYMENT_RECORDED
B1525,P1245,AI254,2025-05-29 11:37:36.952,UNKNOWN,11E,K*****76,MASKED-3227,7869.06,UPI,False,1.0,PAYMENT_RECORDED
B1526,P1773,SJ136,2025-11-15 11:37:36.952,CONFIRMED,17D,C*****99,MASKED-2969,7999.68,CARD,False,2.0,PAYMENT_RECORDED
B1527,P1537,AI046,2025-07-09 11:37:36.952,PENDING,8A,L*****00,MASKED-3822,11891.78,CARD,False,1.0,PAYMENT_RECORDED
B1528,P1934,UK174,2026-03-28 11:37:36.952,PENDING,6E,H*****21,MASKED-4067,,,,,NO_PAYMENT_RECORD
B1529,P1651,6F066,2025-04-30 11:37:36.952,UNKNOWN,34C,V*****48,MASKED-8533,,,,,NO_PAYMENT_RECORD
B1530,P1098,UK095,2025-12-08 11:37:36.952,INVALID,23E,M*****59,MASKED-4054,13655.72,CARD,False,3.0,PAYMENT_RECORDED
B1531,P1909,6F063,2026-04-01 11:37:36.952,PENDING,30F,D*****79,MASKED-0108,12739.01,UPI,False,3.0,PAYMENT_RECORDED
B1532,P1277,UK118,2025-04-22 11:37:36.952,PENDING,30A,E*****71,MASKED-4314,14865.24,NETBANKING,False,3.0,PAYMENT_RECORDED
B1533,P1562,UK218,2025-09-15 11:37:36.952,PENDING,28D,X*****43,MASKED-4584,,,,,NO_PAYMENT_RECORD
B1534,P1662,UK031,2025-09-11 11:37:36.952,CONFIRMED,34E,N*****03,MASKED-8286,12347.23,NETBANKING,False,1.0,PAYMENT_RECORDED
B1535,P1943,UK142,2026-04-02 11:37:36.952,PENDING,6C,P*****97,MASKED-5314,13561.41,NETBANKING,False,2.0,PAYMENT_RECORDED
B1536,P1454,AI002,2025-06-01 11:37:36.952,UNKNOWN,4C,A*****77,MASKED-6512,6548.99,NETBANKING,False,1.0,PAYMENT_RECORDED
B1537,P1103,UK070,2025-10-08 11:37:36.952,CONFIRMED,21F,W*****51,MASKED-5625,9202.57,NETBANKING,False,1.0,PAYMENT_RECORDED
B1538,P1945,SJ121,2026-03-17 11:37:36.952,PENDING,8E,R*****01,MASKED-9144,,,,,NO_PAYMENT_RECORD
B1539,P1600,UK201,2025-06-11 11:37:36.952,CONFIRMED,20B,X*****97,MASKED-9059,3036.88,CARD,False,2.0,PAYMENT_RECORDED
B1540,P1652,AI138,2026-01-15 11:37:36.952,CANCELLED,7E,D*****85,MASKED-6491,3640.69,CARD,False,1.0,PAYMENT_RECORDED
B1541,P1724,SJ014,2025-12-16 11:37:36.952,CONFIRMED,26A,K*****73,MASKED-9845,12031.17,NETBANKING,False,1.0,PAYMENT_RECORDED
B1542,P1232,SJ053,2025-12-13 11:37:36.952,PENDING,14F,V*****71,MASKED-0037,,,,,NO_PAYMENT_RECORD
B1543,P1393,SJ241,2025-06-16 11:37:36.952,CANCELLED,4F,Y*****39,MASKED-0271,3207.85,UPI,False,1.0,PAYMENT_RECORDED
B1544,P1500,AI249,2025-09-01 11:37:36.952,CANCELLED,16A,L*****47,MASKED-6093,3982.8,NETBANKING,False,2.0,PAYMENT_RECORDED
B1545,P1694,AI176,2026-03-08 11:37:36.952,PENDING,8A,N*****55,MASKED-5520,10968.41,CARD,False,2.0,PAYMENT_RECORDED
B1546,P1250,SJ234,2026-04-02 11:37:36.952,PENDING,32B,H*****37,MASKED-0567,,,,,NO_PAYMENT_RECORD
B1547,P1520,6F115,2025-04-18 11:37:36.952,PENDING,16C,F*****05,MASKED-7207,,,,,NO_PAYMENT_RECORD
B1548,P1078,AI020,2025-10-04 11:37:36.952,CONFIRMED,7E,C*****10,MASKED-2739,,,,,NO_PAYMENT_RECORD
B1549,P1051,AI020,2025-12-16 11:37:36.952,CONFIRMED,24A,Z*****40,MASKED-9899,,,,,NO_PAYMENT_RECORD
B1550,P1897,6F079,2025-12-06 11:37:36.952,CONFIRMED,10D,W*****04,MASKED-8049,,,,,NO_PAYMENT_RECORD
B1551,P1920,6F104,2025-11-14 11:37:36.952,INVALID,8E,P*****47,MASKED-1188,,,,,NO_PAYMENT_RECORD
B1552,P1780,UK046,2026-02-06 11:37:36.952,PENDING,32D,L*****06,MASKED-5811,12589.6,NETBANKING,False,1.0,PAYMENT_RECORDED
